genres,keywords,title,overview,production_companies,cast,crew
"Action, Sci-Fi","superhero, marvelcinematicuniverse, avengers, alieninvasion",Avengers Assemble,Earth mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity,Marvel Studios,"RobertDowneyJr, ChrisEvans, ScarlettJohansson",JossWhedon
